10.0833333333333,80.05
10.0966666666667,80.0833333333333
10.14,80.1583333333333
10.55,80.7666666666667
10.695,81.0416666666667
11.045,81.9333333333333
11.2666666666667,82.4066666666667
11.4433333333333,83.3666666666667
9.1,79.5333333333333
9,79.5216666666667
8.88333333333333,79.4883333333333
8.66666666666667,79.3033333333333
8.62,79.2166666666667
8.52,79.0783333333333
8.37,78.9233333333333
8.20333333333333,78.895
7.58833333333333,78.7616666666667
7.35,78.6466666666667
6.51333333333333,78.2033333333333
5.89833333333333,77.845
5,77.1766666666667
10.0833333333333,80.05
9.95,79.5833333333333
9.66916666666667,79.3766666666667
9.36333333333333,79.5116666666667
9.21666666666667,79.5333333333333
9.1,79.5333333333333
